seed,order_id,task_order,method,memory_budget,method_cell,status,ewc_lambda,selected_ewc_lambda,task_id,task_position,A_after,A_final,BWT,forgetting,optimizer_steps,epochs,batch_size,current_examples,replay_examples,train_examples_total,processed_examples
2,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,3,1,0.988,0.242,-0.746,0.746,200,10,128,2000,500,2500,25000
2,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,0,2,0.996,0.909,-0.08699999999999997,0.08699999999999997,200,10,128,2000,500,2500,25000
2,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,4,3,0.977,0.87,-0.10699999999999998,0.10699999999999998,200,10,128,2000,500,2500,25000
2,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,1,4,0.954,0.954,0.0,0.0,200,10,128,2000,500,2500,25000
2,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,2,0,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
2,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,3,1,0.992,0.0,-0.992,0.992,160,10,128,2000,0,2000,20000
2,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,0,2,1.0,0.0,-1.0,1.0,160,10,128,2000,0,2000,20000
2,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,4,3,0.981,0.0,-0.981,0.981,160,10,128,2000,0,2000,20000
2,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,1,4,0.974,0.974,0.0,0.0,160,10,128,2000,0,2000,20000
2,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,1,0,0.976,0.0,-0.976,0.976,160,10,128,2000,0,2000,20000
2,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,2,1,0.995,0.0,-0.995,0.995,160,10,128,2000,0,2000,20000
2,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,0,2,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
2,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,3,3,0.993,0.0,-0.993,0.993,160,10,128,2000,0,2000,20000
2,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,4,4,0.977,0.977,0.0,0.0,160,10,128,2000,0,2000,20000
2,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,1,0,0.976,0.0,-0.976,0.976,160,10,128,2000,0,2000,20000
2,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,2,1,0.988,0.0,-0.988,0.988,170,10,128,2000,100,2100,21000
2,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,0,2,0.999,0.002,-0.997,0.997,170,10,128,2000,100,2100,21000
2,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,3,3,0.986,0.685,-0.30099999999999993,0.30099999999999993,170,10,128,2000,100,2100,21000
2,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,4,4,0.978,0.978,0.0,0.0,170,10,128,2000,100,2100,21000
2,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,1,0,0.976,0.007,-0.969,0.969,160,10,128,2000,0,2000,20000
2,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,2,1,0.98,0.194,-0.786,0.786,200,10,128,2000,500,2500,25000
2,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,0,2,0.993,0.879,-0.11399999999999999,0.11399999999999999,200,10,128,2000,500,2500,25000
2,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,3,3,0.985,0.915,-0.06999999999999995,0.06999999999999995,200,10,128,2000,500,2500,25000
2,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,4,4,0.961,0.961,0.0,0.0,200,10,128,2000,500,2500,25000
2,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,1,0,0.976,0.0,-0.976,0.976,160,10,128,2000,0,2000,20000
2,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,2,1,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
2,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,0,2,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
2,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,3,3,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
2,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,4,4,0.977,0.977,0.0,0.0,160,10,128,2000,0,2000,20000
3,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,0,0,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
3,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,1,1,0.977,0.0,-0.977,0.977,160,10,128,2000,0,2000,20000
3,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,2,2,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
3,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,3,3,0.992,0.0,-0.992,0.992,160,10,128,2000,0,2000,20000
3,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,4,4,0.979,0.979,0.0,0.0,160,10,128,2000,0,2000,20000
3,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,0,0,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
3,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,1,1,0.979,0.0,-0.979,0.979,170,10,128,2000,100,2100,21000
3,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,2,2,0.99,0.0,-0.99,0.99,170,10,128,2000,100,2100,21000
3,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,3,3,0.988,0.729,-0.259,0.259,170,10,128,2000,100,2100,21000
3,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,4,4,0.978,0.978,0.0,0.0,170,10,128,2000,100,2100,21000
3,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,0,0,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
3,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,1,1,0.976,0.103,-0.873,0.873,200,10,128,2000,500,2500,25000
3,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,2,2,0.981,0.478,-0.503,0.503,200,10,128,2000,500,2500,25000
3,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,3,3,0.981,0.891,-0.08999999999999997,0.08999999999999997,200,10,128,2000,500,2500,25000
3,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,4,4,0.969,0.969,0.0,0.0,200,10,128,2000,500,2500,25000
3,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,0,0,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
3,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,1,1,0.976,0.0,-0.976,0.976,160,10,128,2000,0,2000,20000
3,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,2,2,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
3,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,3,3,0.992,0.0,-0.992,0.992,160,10,128,2000,0,2000,20000
3,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,4,4,0.97,0.97,0.0,0.0,160,10,128,2000,0,2000,20000
3,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,2,0,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
3,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,3,1,0.992,0.0,-0.992,0.992,160,10,128,2000,0,2000,20000
3,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,1,2,0.955,0.0,-0.955,0.955,160,10,128,2000,0,2000,20000
3,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,0,3,1.0,0.0,-1.0,1.0,160,10,128,2000,0,2000,20000
3,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,4,4,0.973,0.973,0.0,0.0,160,10,128,2000,0,2000,20000
3,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,2,0,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
3,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,3,1,0.992,0.0,-0.992,0.992,170,10,128,2000,100,2100,21000
3,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,1,2,0.973,0.0,-0.973,0.973,170,10,128,2000,100,2100,21000
3,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,0,3,0.997,0.866,-0.131,0.131,170,10,128,2000,100,2100,21000
3,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,4,4,0.977,0.977,0.0,0.0,170,10,128,2000,100,2100,21000
3,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,2,0,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
3,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,3,1,0.979,0.493,-0.486,0.486,200,10,128,2000,500,2500,25000
3,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,1,2,0.971,0.742,-0.22899999999999998,0.22899999999999998,200,10,128,2000,500,2500,25000
3,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,0,3,0.995,0.976,-0.019000000000000017,0.019000000000000017,200,10,128,2000,500,2500,25000
3,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,4,4,0.976,0.976,0.0,0.0,200,10,128,2000,500,2500,25000
3,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,2,0,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
3,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,3,1,0.992,0.0,-0.992,0.992,160,10,128,2000,0,2000,20000
3,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,1,2,0.969,0.0,-0.969,0.969,160,10,128,2000,0,2000,20000
3,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,0,3,1.0,0.0,-1.0,1.0,160,10,128,2000,0,2000,20000
3,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,4,4,0.977,0.977,0.0,0.0,160,10,128,2000,0,2000,20000
3,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,1,0,0.981,0.0,-0.981,0.981,160,10,128,2000,0,2000,20000
3,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,0,1,1.0,0.0,-1.0,1.0,160,10,128,2000,0,2000,20000
3,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,2,2,0.995,0.0,-0.995,0.995,160,10,128,2000,0,2000,20000
3,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,4,3,0.983,0.0,-0.983,0.983,160,10,128,2000,0,2000,20000
3,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,3,4,0.993,0.993,0.0,0.0,160,10,128,2000,0,2000,20000
3,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,1,0,0.981,0.0,-0.981,0.981,160,10,128,2000,0,2000,20000
3,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,0,1,0.997,0.0,-0.997,0.997,170,10,128,2000,100,2100,21000
3,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,2,2,0.994,0.0,-0.994,0.994,170,10,128,2000,100,2100,21000
3,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,4,3,0.981,0.673,-0.30799999999999994,0.30799999999999994,170,10,128,2000,100,2100,21000
3,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,3,4,0.983,0.983,0.0,0.0,170,10,128,2000,100,2100,21000
3,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,1,0,0.981,0.0,-0.981,0.981,160,10,128,2000,0,2000,20000
3,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,0,1,0.995,0.781,-0.21399999999999997,0.21399999999999997,200,10,128,2000,500,2500,25000
3,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,2,2,0.985,0.773,-0.21199999999999997,0.21199999999999997,200,10,128,2000,500,2500,25000
3,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,4,3,0.963,0.887,-0.07599999999999996,0.07599999999999996,200,10,128,2000,500,2500,25000
3,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,3,4,0.98,0.98,0.0,0.0,200,10,128,2000,500,2500,25000
3,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,1,0,0.981,0.0,-0.981,0.981,160,10,128,2000,0,2000,20000
3,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,0,1,1.0,0.0,-1.0,1.0,160,10,128,2000,0,2000,20000
3,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,2,2,0.995,0.0,-0.995,0.995,160,10,128,2000,0,2000,20000
3,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,4,3,0.984,0.0,-0.984,0.984,160,10,128,2000,0,2000,20000
3,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,3,4,0.993,0.993,0.0,0.0,160,10,128,2000,0,2000,20000
3,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,2,0,0.993,0.0,-0.993,0.993,160,10,128,2000,0,2000,20000
3,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,3,1,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
3,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,0,2,0.998,0.0,-0.998,0.998,160,10,128,2000,0,2000,20000
3,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,4,3,0.967,0.0,-0.967,0.967,160,10,128,2000,0,2000,20000
3,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,1,4,0.972,0.972,0.0,0.0,160,10,128,2000,0,2000,20000
3,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,2,0,0.993,0.0,-0.993,0.993,160,10,128,2000,0,2000,20000
3,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,3,1,0.987,0.0,-0.987,0.987,170,10,128,2000,100,2100,21000
3,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,0,2,0.998,0.0,-0.998,0.998,170,10,128,2000,100,2100,21000
3,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,4,3,0.968,0.462,-0.506,0.506,170,10,128,2000,100,2100,21000
3,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,1,4,0.973,0.973,0.0,0.0,170,10,128,2000,100,2100,21000
3,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,2,0,0.993,0.0,-0.993,0.993,160,10,128,2000,0,2000,20000
3,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,3,1,0.985,0.188,-0.7969999999999999,0.7969999999999999,200,10,128,2000,500,2500,25000
3,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,0,2,0.996,0.923,-0.07299999999999995,0.07299999999999995,200,10,128,2000,500,2500,25000
3,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,4,3,0.973,0.884,-0.08899999999999997,0.08899999999999997,200,10,128,2000,500,2500,25000
3,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,1,4,0.967,0.967,0.0,0.0,200,10,128,2000,500,2500,25000
3,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,2,0,0.993,0.0,-0.993,0.993,160,10,128,2000,0,2000,20000
3,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,3,1,0.993,0.0,-0.993,0.993,160,10,128,2000,0,2000,20000
3,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,0,2,1.0,0.0,-1.0,1.0,160,10,128,2000,0,2000,20000
3,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,4,3,0.972,0.0,-0.972,0.972,160,10,128,2000,0,2000,20000
3,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,1,4,0.969,0.969,0.0,0.0,160,10,128,2000,0,2000,20000
3,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,1,0,0.973,0.0,-0.973,0.973,160,10,128,2000,0,2000,20000
3,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,2,1,0.995,0.0,-0.995,0.995,160,10,128,2000,0,2000,20000
3,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,0,2,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
3,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,3,3,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
3,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,4,4,0.982,0.982,0.0,0.0,160,10,128,2000,0,2000,20000
3,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,1,0,0.973,0.0,-0.973,0.973,160,10,128,2000,0,2000,20000
3,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,2,1,0.993,0.0,-0.993,0.993,170,10,128,2000,100,2100,21000
3,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,0,2,0.999,0.003,-0.996,0.996,170,10,128,2000,100,2100,21000
3,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,3,3,0.989,0.611,-0.378,0.378,170,10,128,2000,100,2100,21000
3,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,4,4,0.982,0.982,0.0,0.0,170,10,128,2000,100,2100,21000
3,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,1,0,0.973,0.0,-0.973,0.973,160,10,128,2000,0,2000,20000
3,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,2,1,0.984,0.002,-0.982,0.982,200,10,128,2000,500,2500,25000
3,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,0,2,0.996,0.915,-0.08099999999999996,0.08099999999999996,200,10,128,2000,500,2500,25000
3,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,3,3,0.982,0.91,-0.07199999999999995,0.07199999999999995,200,10,128,2000,500,2500,25000
3,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,4,4,0.971,0.971,0.0,0.0,200,10,128,2000,500,2500,25000
3,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,1,0,0.973,0.0,-0.973,0.973,160,10,128,2000,0,2000,20000
3,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,2,1,0.995,0.0,-0.995,0.995,160,10,128,2000,0,2000,20000
3,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,0,2,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
3,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,3,3,0.995,0.0,-0.995,0.995,160,10,128,2000,0,2000,20000
3,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,4,4,0.987,0.987,0.0,0.0,160,10,128,2000,0,2000,20000
4,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,0,0,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
4,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,1,1,0.977,0.0,-0.977,0.977,160,10,128,2000,0,2000,20000
4,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,2,2,0.993,0.0,-0.993,0.993,160,10,128,2000,0,2000,20000
4,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,3,3,0.993,0.0,-0.993,0.993,160,10,128,2000,0,2000,20000
4,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,4,4,0.979,0.979,0.0,0.0,160,10,128,2000,0,2000,20000
4,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,0,0,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
4,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,1,1,0.98,0.0,-0.98,0.98,170,10,128,2000,100,2100,21000
4,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,2,2,0.992,0.0,-0.992,0.992,170,10,128,2000,100,2100,21000
4,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,3,3,0.988,0.687,-0.30099999999999993,0.30099999999999993,170,10,128,2000,100,2100,21000
4,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,4,4,0.971,0.971,0.0,0.0,170,10,128,2000,100,2100,21000
4,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,0,0,0.999,0.014,-0.985,0.985,160,10,128,2000,0,2000,20000
4,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,1,1,0.975,0.133,-0.842,0.842,200,10,128,2000,500,2500,25000
4,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,2,2,0.982,0.193,-0.7889999999999999,0.7889999999999999,200,10,128,2000,500,2500,25000
4,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,3,3,0.98,0.879,-0.10099999999999998,0.10099999999999998,200,10,128,2000,500,2500,25000
4,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,4,4,0.976,0.976,0.0,0.0,200,10,128,2000,500,2500,25000
4,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,0,0,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
4,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,1,1,0.977,0.002,-0.975,0.975,160,10,128,2000,0,2000,20000
4,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,2,2,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
4,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,3,3,0.991,0.0,-0.991,0.991,160,10,128,2000,0,2000,20000
4,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,4,4,0.976,0.976,0.0,0.0,160,10,128,2000,0,2000,20000
4,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,2,0,0.992,0.0,-0.992,0.992,160,10,128,2000,0,2000,20000
4,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,3,1,0.992,0.0,-0.992,0.992,160,10,128,2000,0,2000,20000
4,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,1,2,0.973,0.0,-0.973,0.973,160,10,128,2000,0,2000,20000
4,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,0,3,1.0,0.0,-1.0,1.0,160,10,128,2000,0,2000,20000
4,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,4,4,0.984,0.984,0.0,0.0,160,10,128,2000,0,2000,20000
4,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,2,0,0.992,0.0,-0.992,0.992,160,10,128,2000,0,2000,20000
4,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,3,1,0.991,0.0,-0.991,0.991,170,10,128,2000,100,2100,21000
4,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,1,2,0.974,0.0,-0.974,0.974,170,10,128,2000,100,2100,21000
4,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,0,3,0.997,0.631,-0.366,0.366,170,10,128,2000,100,2100,21000
4,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,4,4,0.973,0.973,0.0,0.0,170,10,128,2000,100,2100,21000
4,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,2,0,0.992,0.0,-0.992,0.992,160,10,128,2000,0,2000,20000
4,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,3,1,0.987,0.363,-0.624,0.624,200,10,128,2000,500,2500,25000
4,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,1,2,0.968,0.75,-0.21799999999999997,0.21799999999999997,200,10,128,2000,500,2500,25000
4,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,0,3,0.996,0.97,-0.026000000000000023,0.026000000000000023,200,10,128,2000,500,2500,25000
4,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,4,4,0.972,0.972,0.0,0.0,200,10,128,2000,500,2500,25000
4,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,2,0,0.992,0.0,-0.992,0.992,160,10,128,2000,0,2000,20000
4,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,3,1,0.991,0.0,-0.991,0.991,160,10,128,2000,0,2000,20000
4,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,1,2,0.97,0.0,-0.97,0.97,160,10,128,2000,0,2000,20000
4,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,0,3,1.0,0.0,-1.0,1.0,160,10,128,2000,0,2000,20000
4,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,4,4,0.983,0.983,0.0,0.0,160,10,128,2000,0,2000,20000
4,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,1,0,0.975,0.0,-0.975,0.975,160,10,128,2000,0,2000,20000
4,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,0,1,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
4,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,2,2,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
